eventId	personId	total	personName	"GROUP_CONCAT(CONCAT(score,' (',competitionId,')') SEPARATOR ' + ')"
clock	2010CAUD01	12	"Raphaël Cauderlier"	"4 (CachanOpen2011) + 3 (NeptuneOpen2011) + 1 (GaleriesLafayetteOpen2011) + 4 (BreizhOpen2011)"
clock	2010KADD01	12	"Abdelhak Kaddour"	"1 (VesoulOpen2011) + 7 (GaleriesLafayetteOpen2011) + 4 (LyonOpen2011)"
clock	2010OLIV01	12	"Auguste Olivry"	"7 (CachanOpen2011) + 4 (FrenchOpen2011) + 1 (LyonOpen2011)"
clock	2008AURO01	11	"Sébastien Auroux"	"11 (FrenchOpen2011)"
clock	2009GARC04	11	"Pau Vela García"	"11 (MontpellierOpen2011)"
clock	2009YAUR01	10	"Robert Yau"	"10 (FrenchOpen2011)"
clock	2007POLS01	9	"Olivier Polspoel"	"2 (NeptuneOpen2011) + 2 (LyonOpen2011) + 5 (CachanOpen2011)"
clock	2008BARA01	9	"Bence Barát"	"9 (LyonOpen2011)"
clock	2005AKKE01	8	"Erik Akkersdijk"	"8 (CachanOpen2011)"
clock	2006MATH01	8	"Jean-Louis Mathieu"	"5 (GaleriesLafayetteOpen2011) + 3 (VesoulOpen2011)"
clock	2008PIAU01	8	"Antoine Piau"	"5 (BlindOpen2011) + 2 (BreizhOpen2011) + 1 (DinsOpen2011)"
clock	2010MOND01	8	"Pablo Nicolás Oshiro Mondoñedo"	"8 (MontpellierOpen2011)"
clock	2007POLI01	7	"Lorenzo Vigani Poli"	"7 (MontpellierOpen2011)"
clock	2009SHEP01	7	"Daniel Sheppard"	"7 (FrenchOpen2011)"
clock	2005ROUX01	6	"Thomas Le Roux"	"6 (BreizhOpen2011)"
clock	2008CURU01	6	"Antton Curutchet"	"6 (CachanOpen2011)"
clock	2010SABA01	6	"Sergi Sabat"	"6 (MontpellierOpen2011)"
clock	2008ROST01	5	"Salim Rostam"	"5 (BreizhOpen2011)"
clock	2009LEVY02	5	"Hugo Lévy"	"5 (MontpellierOpen2011)"
clock	2009VERM01	5	"Olivier Vermersch"	"3 (FrenchOpen2011) + 2 (GaleriesLafayetteOpen2011)"
clock	2011RIMB01	5	"Alexia Rimbert"	"1 (BlindOpen2011) + 4 (GaleriesLafayetteOpen2011)"
clock	2008LEME01	4	"Pierre Lemerle"	"4 (VesoulOpen2011)"
clock	2009GUIL01	4	"Kevin Guillaumond"	"4 (NeptuneOpen2011)"
clock	2010DOUS01	4	"Laure Dousset"	"4 (BlindOpen2011)"
clock	2009DURA01	3	"Carole Duray"	"3 (BreizhOpen2011)"
clock	2009FACI01	3	"Radu Faciu"	"3 (LyonOpen2011)"
clock	2010DALM02	3	"Adrià Dalmau López"	"3 (MontpellierOpen2011)"
clock	2006GALE01	2	"Arnaud van Galen"	"2 (CachanOpen2011)"
clock	2010CULL01	2	"Victor Cullot"	"2 (FrenchOpen2011)"
clock	2010GRAB01	2	"Daniel Grabski"	"2 (VesoulOpen2011)"
clock	2011HINO01	2	"Rafa Serrano Hinojosa"	"2 (MontpellierOpen2011)"
clock	2011LELE01	2	"Gaspard Leleux"	"2 (BlindOpen2011)"
clock	2010ROIG02	1	"Yoann Roig"	"1 (NeptuneOpen2011)"
clock	2011DUBO01	1	"Rémi Duboué-Dijon"	"1 (CachanOpen2011)"
clock	2011MICA01	1	"Anthony Micault"	"1 (BreizhOpen2011)"
magic	2007DUSS01	78	"Gaël Dusser"	"8 (BreizhOpen2011) + 13 (BlindOpen2011) + 12 (DinsOpen2011) + 18 (MontpellierOpen2011) + 11 (DolmenOpen2011) + 16 (FrenchOpen2011)"
magic	2010BOUV01	75	"Pierre Bouvier"	"24 (VesoulOpen2011) + 9 (NeptuneOpen2011) + 16 (MontpellierOpen2011) + 13 (GaleriesLafayetteOpen2011) + 13 (LyonOpen2011)"
magic	2007LEMO01	62	"Laetitia Lemoine"	"9 (GaleriesLafayetteOpen2011) + 26 (VesoulOpen2011) + 5 (NeptuneOpen2011) + 12 (LyonOpen2011) + 10 (MontpellierOpen2011)"
magic	2004GALL02	51	"Clément Gallet"	"7 (DolmenOpen2011) + 4 (DinsOpen2011) + 6 (GaleriesLafayetteOpen2011) + 12 (BlindOpen2011) + 6 (VesoulOpen2011) + 11 (MontpellierOpen2011) + 5 (FrenchOpen2011)"
magic	2010DESJ01	51	"Jules Desjardin"	"14 (LyonOpen2011) + 13 (FrenchOpen2011) + 10 (BlindOpen2011) + 14 (NeptuneOpen2011)"
magic	2008ERBI01	49	"Guillaume Erbibou"	"13 (DolmenOpen2011) + 12 (GaleriesLafayetteOpen2011) + 10 (BreizhOpen2011) + 14 (BlindOpen2011)"
magic	2010CAUD01	44	"Raphaël Cauderlier"	"10 (NeptuneOpen2011) + 6 (BreizhOpen2011) + 12 (FrenchOpen2011) + 5 (GaleriesLafayetteOpen2011) + 11 (CachanOpen2011)"
magic	2009PETI01	42	"Loïc Petit"	"12 (NeptuneOpen2011) + 7 (GaleriesLafayetteOpen2011) + 6 (MontpellierOpen2011) + 17 (VesoulOpen2011)"
magic	2009DOUS03	35	"Valentin Doussin"	"11 (BlindOpen2011) + 10 (DinsOpen2011) + 2 (BreizhOpen2011) + 12 (DolmenOpen2011)"
magic	2009PETI02	35	"Laura Petitjean"	"17 (MontpellierOpen2011) + 9 (DolmenOpen2011) + 9 (BlindOpen2011)"
magic	2007POLS01	34	"Olivier Polspoel"	"11 (NeptuneOpen2011) + 12 (CachanOpen2011) + 11 (LyonOpen2011)"
magic	2009LEFE01	33	"Quentin Lefebvre"	"7 (CachanOpen2011) + 15 (NeptuneOpen2011) + 11 (GaleriesLafayetteOpen2011)"
magic	2011PHIL01	30	"Alexandre Philiponet"	"16 (VesoulOpen2011) + 14 (GaleriesLafayetteOpen2011)"
magic	2006MATH01	29	"Jean-Louis Mathieu"	"21 (VesoulOpen2011) + 8 (FrenchOpen2011)"
magic	2009LEVY02	29	"Hugo Lévy"	"22 (MontpellierOpen2011) + 7 (NeptuneOpen2011)"
magic	2010KOHL02	29	"Erwan Kohler"	"22 (VesoulOpen2011) + 7 (BreizhOpen2011)"
magic	2008LEME01	28	"Pierre Lemerle"	"23 (VesoulOpen2011) + 5 (DolmenOpen2011)"
magic	2010CULL01	27	"Victor Cullot"	"6 (FrenchOpen2011) + 4 (NeptuneOpen2011) + 2 (GaleriesLafayetteOpen2011) + 15 (VesoulOpen2011)"
magic	2008HANK01	26	"Kanneti Sae Han (คันธ์เนตี แซ่ห่าน)"	"21 (MontpellierOpen2011) + 3 (DolmenOpen2011) + 2 (FrenchOpen2011)"
magic	2008BAOY01	25	"Ting Sheng Bao Yang"	"25 (MontpellierOpen2011)"
magic	2008PIAU01	25	"Antoine Piau"	"4 (DolmenOpen2011) + 9 (BreizhOpen2011) + 7 (DinsOpen2011) + 5 (BlindOpen2011)"
magic	2009STIE02	25	"Olivier Stietel"	"6 (DinsOpen2011) + 3 (CachanOpen2011) + 3 (FrenchOpen2011) + 13 (MontpellierOpen2011)"
magic	2011MATH01	25	"Nicolas Mathieu"	"25 (VesoulOpen2011)"
magic	2010MOND01	24	"Pablo Nicolás Oshiro Mondoñedo"	"24 (MontpellierOpen2011)"
magic	2010SABA01	23	"Sergi Sabat"	"23 (MontpellierOpen2011)"
magic	2008MORE02	21	"Hippolyte Moreau"	"11 (DinsOpen2011) + 6 (DolmenOpen2011) + 3 (BreizhOpen2011) + 1 (BlindOpen2011)"
magic	2010DELN01	21	"Grégoire Delnott"	"11 (BreizhOpen2011) + 10 (FrenchOpen2011)"
magic	2010OLIV01	21	"Auguste Olivry"	"7 (FrenchOpen2011) + 6 (LyonOpen2011) + 8 (MontpellierOpen2011)"
magic	2005SIMO01	20	"Antoine Simon-Chautemps"	"13 (NeptuneOpen2011) + 7 (LyonOpen2011)"
magic	2007PERD01	20	"Antoine Perdereau"	"9 (DinsOpen2011) + 11 (FrenchOpen2011)"
magic	2007WATI01	20	"Thomas Watiotienne"	"12 (MontpellierOpen2011) + 8 (GaleriesLafayetteOpen2011)"
magic	2008GYAN01	20	"Jason Gyani"	"20 (MontpellierOpen2011)"
magic	2010DOUS01	20	"Laure Dousset"	"8 (BlindOpen2011) + 4 (BreizhOpen2011) + 8 (DinsOpen2011)"
magic	2011BOUD01	20	"Charly Boudot"	"20 (VesoulOpen2011)"
magic	2007POLI01	19	"Lorenzo Vigani Poli"	"19 (MontpellierOpen2011)"
magic	2008CURU01	19	"Antton Curutchet"	"10 (CachanOpen2011) + 9 (LyonOpen2011)"
magic	2011HENA01	19	"Ludovic Le Henaff"	"14 (FrenchOpen2011) + 5 (BreizhOpen2011)"
magic	2011PHIL02	19	"Valentin Philiponet"	"19 (VesoulOpen2011)"
magic	2009PONT02	18	"Geoffray Pontet"	"8 (NeptuneOpen2011) + 10 (LyonOpen2011)"
magic	2011BOUV02	18	"Yann Bouveret"	"18 (VesoulOpen2011)"
magic	2009SHEP01	17	"Daniel Sheppard"	"17 (FrenchOpen2011)"
magic	2009MARC01	16	"Alban Marchal"	"1 (NeptuneOpen2011) + 1 (LyonOpen2011) + 14 (VesoulOpen2011)"
magic	2008BARA01	15	"Bence Barát"	"15 (LyonOpen2011)"
magic	2009GARC04	15	"Pau Vela García"	"15 (MontpellierOpen2011)"
magic	2009YAUR01	15	"Robert Yau"	"15 (FrenchOpen2011)"
magic	2010ESTU01	15	"Rémi Esturoune"	"5 (LyonOpen2011) + 1 (FrenchOpen2011) + 9 (CachanOpen2011)"
magic	2008CIRN01	14	"Fabrizio Cirnigliaro"	"14 (MontpellierOpen2011)"
magic	2011LELE01	14	"Gaspard Leleux"	"6 (BlindOpen2011) + 8 (DolmenOpen2011)"
magic	2010KADD01	13	"Abdelhak Kaddour"	"9 (VesoulOpen2011) + 3 (LyonOpen2011) + 1 (GaleriesLafayetteOpen2011)"
magic	2011GUIL02	13	"Rémi Guillemin"	"13 (VesoulOpen2011)"
magic	2009WACH02	12	"Julien Wachter"	"12 (VesoulOpen2011)"
magic	2011LEJE01	11	"Paul Lejeune"	"11 (VesoulOpen2011)"
magic	2010FRUY01	10	"Nicolas Fruy"	"10 (DolmenOpen2011)"
magic	2011COLI01	10	"Maxime Colignon"	"10 (GaleriesLafayetteOpen2011)"
magic	2011VAIL01	10	"Maxime Vaillard"	"10 (VesoulOpen2011)"
magic	2008AURO01	9	"Sébastien Auroux"	"9 (FrenchOpen2011)"
magic	2009MORI05	9	"Paolo Moriello"	"9 (MontpellierOpen2011)"
magic	2011DOIN01	9	"Pierre Doinel"	"5 (DinsOpen2011) + 4 (FrenchOpen2011)"
magic	2006GALE01	8	"Arnaud van Galen"	"8 (CachanOpen2011)"
magic	2008CABA03	8	"Jakub Cabaj"	"8 (LyonOpen2011)"
magic	2009VERM01	8	"Olivier Vermersch"	"4 (CachanOpen2011) + 4 (GaleriesLafayetteOpen2011)"
magic	2011HEZA01	8	"Bastien Hézard"	"8 (VesoulOpen2011)"
magic	2008SECH01	7	"Amaury Sechet"	"7 (BlindOpen2011)"
magic	2010DALM02	7	"Adrià Dalmau López"	"7 (MontpellierOpen2011)"
magic	2010KOHL01	7	"Brice Kohler"	"7 (VesoulOpen2011)"
magic	2006RISC01	6	"Julien Rischard"	"5 (CachanOpen2011) + 1 (DolmenOpen2011)"
magic	2010ROIG01	6	"Nicolas Roig"	"6 (NeptuneOpen2011)"
magic	2010VALO01	6	"Clément Valot"	"6 (CachanOpen2011)"
magic	2011DEMO01	5	"Quentin Demougin"	"5 (VesoulOpen2011)"
magic	2011PUYF02	5	"Guilhem Puyfoulhoux"	"5 (MontpellierOpen2011)"
magic	2011RIMB01	5	"Alexia Rimbert"	"2 (BlindOpen2011) + 3 (GaleriesLafayetteOpen2011)"
magic	2005LUCZ01	4	"Grzegorz Łuczyna"	"4 (MontpellierOpen2011)"
magic	2009FACI01	4	"Radu Faciu"	"4 (LyonOpen2011)"
magic	2010LAYE01	4	"Antoine Layec"	"1 (MontpellierOpen2011) + 3 (NeptuneOpen2011)"
magic	2011DUVO02	4	"Thibaut Duvoid"	"4 (VesoulOpen2011)"
magic	2011LEBA01	4	"Fabien Lebailly"	"4 (BlindOpen2011)"
magic	2011BEAU01	3	"Francois Beaussier"	"3 (BlindOpen2011)"
magic	2011GUIL01	3	"Anthony Guillotin"	"3 (VesoulOpen2011)"
magic	2011HINO01	3	"Rafa Serrano Hinojosa"	"3 (MontpellierOpen2011)"
magic	2011POUL01	3	"Killian Poulet"	"3 (DinsOpen2011)"
magic	2008LAUR01	2	"Mario Laurent"	"2 (DolmenOpen2011)"
magic	2008ZOFF01	2	"Tommaso Zoffoli"	"2 (MontpellierOpen2011)"
magic	2010ROIG02	2	"Yoann Roig"	"2 (NeptuneOpen2011)"
magic	2011DUBO01	2	"Rémi Duboué-Dijon"	"2 (LyonOpen2011)"
magic	2011POIN01	2	"Hugo Poinsel"	"2 (VesoulOpen2011)"
magic	2011RAUL01	2	"Adrien Rault"	"2 (DinsOpen2011)"
magic	2010GAUT01	1	"Yoann Gauthier"	"1 (CachanOpen2011)"
magic	2011COLL01	1	"Emeric Collot"	"1 (VesoulOpen2011)"
magic	2011RAMY01	1	"Xavier Rémy"	"1 (DinsOpen2011)"
minx	2008COUR01	51	"François Courtès"	"7 (BreizhOpen2011) + 7 (FrenchOpen2011) + 6 (VesoulOpen2011) + 7 (MontpellierOpen2011) + 10 (LyonOpen2011) + 7 (NeptuneOpen2011) + 7 (GaleriesLafayetteOpen2011)"
minx	2008VIRO01	44	"Philippe Virouleau"	"5 (NaonedOpen2011) + 12 (MontpellierOpen2011) + 8 (NeptuneOpen2011) + 6 (BlindOpen2011) + 13 (LyonOpen2011)"
minx	2008MORE02	24	"Hippolyte Moreau"	"5 (DinsOpen2011) + 8 (BreizhOpen2011) + 6 (NaonedOpen2011) + 5 (BlindOpen2011)"
minx	2010DESJ01	21	"Jules Desjardin"	"4 (FrenchOpen2011) + 4 (NaonedOpen2011) + 6 (NeptuneOpen2011) + 2 (BlindOpen2011) + 5 (LyonOpen2011)"
minx	2010BOUV01	19	"Pierre Bouvier"	"3 (NeptuneOpen2011) + 3 (GaleriesLafayetteOpen2011) + 7 (LyonOpen2011) + 2 (MontpellierOpen2011) + 4 (VesoulOpen2011)"
minx	2008CABA03	18	"Jakub Cabaj"	"12 (LyonOpen2011) + 6 (GaleriesLafayetteOpen2011)"
minx	2010ESTU01	17	"Rémi Esturoune"	"11 (LyonOpen2011) + 6 (FrenchOpen2011)"
minx	2010KADD01	17	"Abdelhak Kaddour"	"5 (GaleriesLafayetteOpen2011) + 3 (VesoulOpen2011) + 9 (LyonOpen2011)"
minx	2010KOHL02	16	"Erwan Kohler"	"9 (BreizhOpen2011) + 7 (VesoulOpen2011)"
minx	2008BARA01	14	"Bence Barát"	"14 (LyonOpen2011)"
minx	2010OLIV01	14	"Auguste Olivry"	"5 (MontpellierOpen2011) + 1 (FrenchOpen2011) + 8 (LyonOpen2011)"
minx	2007POLI01	11	"Lorenzo Vigani Poli"	"11 (MontpellierOpen2011)"
minx	2009LEVY02	11	"Hugo Lévy"	"6 (MontpellierOpen2011) + 5 (NeptuneOpen2011)"
minx	2009YAUR01	10	"Robert Yau"	"10 (FrenchOpen2011)"
minx	2010MOND01	10	"Pablo Nicolás Oshiro Mondoñedo"	"10 (MontpellierOpen2011)"
minx	2008BAOY01	9	"Ting Sheng Bao Yang"	"9 (MontpellierOpen2011)"
minx	2008HANK01	9	"Kanneti Sae Han (คันธ์เนตี แซ่ห่าน)"	"9 (FrenchOpen2011)"
minx	2010DELN01	9	"Grégoire Delnott"	"6 (BreizhOpen2011) + 3 (FrenchOpen2011)"
minx	2009GARC04	8	"Pau Vela García"	"8 (MontpellierOpen2011)"
minx	2009LEFE01	8	"Quentin Lefebvre"	"4 (GaleriesLafayetteOpen2011) + 4 (NeptuneOpen2011)"
minx	2009SHEP01	8	"Daniel Sheppard"	"8 (FrenchOpen2011)"
minx	2010DROU01	8	"Vincent Drouot"	"8 (GaleriesLafayetteOpen2011)"
minx	2010GRAB01	8	"Daniel Grabski"	"8 (VesoulOpen2011)"
minx	2011LEBA01	8	"Fabien Lebailly"	"2 (DinsOpen2011) + 3 (NaonedOpen2011) + 3 (BlindOpen2011)"
minx	2009DOUS03	6	"Valentin Doussin"	"5 (BreizhOpen2011) + 1 (DinsOpen2011)"
minx	2010LAYE01	6	"Antoine Layec"	"4 (MontpellierOpen2011) + 2 (NeptuneOpen2011)"
minx	2011REYN02	6	"Alban Reynaud"	"6 (LyonOpen2011)"
minx	2004GALL02	5	"Clément Gallet"	"5 (VesoulOpen2011)"
minx	2008AURO01	5	"Sébastien Auroux"	"5 (FrenchOpen2011)"
minx	2010VALO01	5	"Clément Valot"	"3 (DinsOpen2011) + 2 (NaonedOpen2011)"
minx	2008ERBI01	4	"Guillaume Erbibou"	"4 (BreizhOpen2011)"
minx	2009MARC01	4	"Alban Marchal"	"2 (LyonOpen2011) + 2 (VesoulOpen2011)"
minx	2010PARR01	4	"David Parra Meza"	"1 (MontpellierOpen2011) + 3 (LyonOpen2011)"
minx	2011TROM01	4	"Axel Trombert"	"4 (LyonOpen2011)"
minx	2008PIAU01	3	"Antoine Piau"	"2 (BreizhOpen2011) + 1 (BlindOpen2011)"
minx	2009MORI05	3	"Paolo Moriello"	"3 (MontpellierOpen2011)"
minx	2010DOUS01	3	"Laure Dousset"	"3 (BreizhOpen2011)"
minx	2010FOUL01	2	"Lucas Foulon-Mongaï"	"2 (FrenchOpen2011)"
minx	2011COLI01	2	"Maxime Colignon"	"1 (GaleriesLafayetteOpen2011) + 1 (NaonedOpen2011)"
minx	2011HOFF02	2	"Valentin Hoffmann"	"2 (GaleriesLafayetteOpen2011)"
minx	2010ROIG02	1	"Yoann Roig"	"1 (NeptuneOpen2011)"
minx	2011DUVO02	1	"Thibaut Duvoid"	"1 (VesoulOpen2011)"
minx	2011HENA01	1	"Ludovic Le Henaff"	"1 (BreizhOpen2011)"
minx	2011LUCI01	1	"Philippe Lucien"	"1 (LyonOpen2011)"
mmagic	2004GALL02	38	"Clément Gallet"	"3 (BreizhOpen2011) + 6 (DinsOpen2011) + 8 (BlindOpen2011) + 4 (VesoulOpen2011) + 7 (GaleriesLafayetteOpen2011) + 4 (MontpellierOpen2011) + 6 (FrenchOpen2011)"
mmagic	2007LEMO01	31	"Laetitia Lemoine"	"4 (NeptuneOpen2011) + 8 (MontpellierOpen2011) + 6 (VesoulOpen2011) + 5 (GaleriesLafayetteOpen2011) + 8 (LyonOpen2011)"
mmagic	2009LEFE01	25	"Quentin Lefebvre"	"7 (CachanOpen2011) + 9 (NeptuneOpen2011) + 9 (GaleriesLafayetteOpen2011)"
mmagic	2007POLS01	22	"Olivier Polspoel"	"5 (CachanOpen2011) + 9 (LyonOpen2011) + 8 (NeptuneOpen2011)"
mmagic	2010DESJ01	20	"Jules Desjardin"	"4 (FrenchOpen2011) + 4 (LyonOpen2011) + 7 (BlindOpen2011) + 5 (NeptuneOpen2011)"
mmagic	2009PETI01	15	"Loïc Petit"	"3 (VesoulOpen2011) + 2 (GaleriesLafayetteOpen2011) + 7 (NeptuneOpen2011) + 3 (MontpellierOpen2011)"
mmagic	2007WATI01	12	"Thomas Watiotienne"	"6 (MontpellierOpen2011) + 6 (GaleriesLafayetteOpen2011)"
mmagic	2010BOUV01	11	"Pierre Bouvier"	"1 (MontpellierOpen2011) + 2 (VesoulOpen2011) + 2 (NeptuneOpen2011) + 2 (LyonOpen2011) + 4 (GaleriesLafayetteOpen2011)"
mmagic	2008BAOY01	10	"Ting Sheng Bao Yang"	"10 (MontpellierOpen2011)"
mmagic	2008BARA01	10	"Bence Barát"	"10 (LyonOpen2011)"
mmagic	2008GYAN01	9	"Jason Gyani"	"9 (MontpellierOpen2011)"
mmagic	2009PONT02	9	"Geoffray Pontet"	"3 (NeptuneOpen2011) + 6 (LyonOpen2011)"
mmagic	2009DOUS03	8	"Valentin Doussin"	"6 (BlindOpen2011) + 1 (DolmenOpen2011) + 1 (DinsOpen2011)"
mmagic	2009YAUR01	8	"Robert Yau"	"8 (FrenchOpen2011)"
mmagic	2011LELE01	8	"Gaspard Leleux"	"5 (BlindOpen2011) + 3 (DolmenOpen2011)"
mmagic	2011PHIL01	8	"Alexandre Philiponet"	"8 (GaleriesLafayetteOpen2011)"
mmagic	2008PIAU01	7	"Antoine Piau"	"5 (DinsOpen2011) + 2 (BreizhOpen2011)"
mmagic	2009GARC04	7	"Pau Vela García"	"7 (MontpellierOpen2011)"
mmagic	2009SHEP01	7	"Daniel Sheppard"	"7 (FrenchOpen2011)"
mmagic	2010OLIV01	7	"Auguste Olivry"	"7 (LyonOpen2011)"
mmagic	2005AKKE01	6	"Erik Akkersdijk"	"6 (CachanOpen2011)"
mmagic	2008HANK01	6	"Kanneti Sae Han (คันธ์เนตี แซ่ห่าน)"	"6 (NeptuneOpen2011)"
mmagic	2008MORE02	6	"Hippolyte Moreau"	"1 (BreizhOpen2011) + 3 (BlindOpen2011) + 2 (DinsOpen2011)"
mmagic	2010KADD01	6	"Abdelhak Kaddour"	"3 (GaleriesLafayetteOpen2011) + 3 (LyonOpen2011)"
mmagic	2009FACI01	5	"Radu Faciu"	"5 (LyonOpen2011)"
mmagic	2010DELN01	5	"Grégoire Delnott"	"5 (FrenchOpen2011)"
mmagic	2010ESTU01	5	"Rémi Esturoune"	"3 (FrenchOpen2011) + 1 (LyonOpen2011) + 1 (CachanOpen2011)"
mmagic	2010GRAB01	5	"Daniel Grabski"	"5 (VesoulOpen2011)"
mmagic	2010MOND01	5	"Pablo Nicolás Oshiro Mondoñedo"	"5 (MontpellierOpen2011)"
mmagic	2006GALE01	4	"Arnaud van Galen"	"4 (CachanOpen2011)"
mmagic	2007PERD01	4	"Antoine Perdereau"	"4 (DinsOpen2011)"
mmagic	2010DOUS01	4	"Laure Dousset"	"4 (BlindOpen2011)"
mmagic	2006MATH01	3	"Jean-Louis Mathieu"	"1 (VesoulOpen2011) + 2 (FrenchOpen2011)"
mmagic	2006RISC01	3	"Julien Rischard"	"3 (CachanOpen2011)"
mmagic	2007DUSS01	3	"Gaël Dusser"	"3 (DinsOpen2011)"
mmagic	2008SECH01	2	"Amaury Sechet"	"2 (BlindOpen2011)"
mmagic	2009MORI05	2	"Paolo Moriello"	"2 (MontpellierOpen2011)"
mmagic	2011RIMB01	2	"Alexia Rimbert"	"1 (GaleriesLafayetteOpen2011) + 1 (BlindOpen2011)"
mmagic	2008AURO01	1	"Sébastien Auroux"	"1 (FrenchOpen2011)"
mmagic	2010ROIG02	1	"Yoann Roig"	"1 (NeptuneOpen2011)"
pyram	2008COUR01	76	"François Courtès"	"13 (VesoulOpen2011) + 10 (BlindOpen2011) + 11 (NeptuneOpen2011) + 9 (LyonOpen2011) + 10 (MontpellierOpen2011) + 13 (CachanOpen2011) + 10 (GaleriesLafayetteOpen2011)"
pyram	2010DESJ01	74	"Jules Desjardin"	"20 (LyonOpen2011) + 9 (FrenchOpen2011) + 19 (NeptuneOpen2011) + 16 (BlindOpen2011) + 10 (NaonedOpen2011)"
pyram	2010CULL01	60	"Victor Cullot"	"16 (VesoulOpen2011) + 6 (NaonedOpen2011) + 17 (NeptuneOpen2011) + 5 (FrenchOpen2011) + 16 (GaleriesLafayetteOpen2011)"
pyram	2007LEMO01	50	"Laetitia Lemoine"	"9 (GaleriesLafayetteOpen2011) + 13 (NeptuneOpen2011) + 7 (MontpellierOpen2011) + 11 (VesoulOpen2011) + 10 (LyonOpen2011)"
pyram	2010ESTU01	45	"Rémi Esturoune"	"19 (LyonOpen2011) + 6 (FrenchOpen2011) + 20 (CachanOpen2011)"
pyram	2009LEFE01	44	"Quentin Lefebvre"	"17 (CachanOpen2011) + 15 (NeptuneOpen2011) + 12 (GaleriesLafayetteOpen2011)"
pyram	2010BOUV01	44	"Pierre Bouvier"	"11 (GaleriesLafayetteOpen2011) + 6 (VesoulOpen2011) + 5 (NeptuneOpen2011) + 17 (LyonOpen2011) + 5 (MontpellierOpen2011)"
pyram	2010KADD01	41	"Abdelhak Kaddour"	"14 (VesoulOpen2011) + 14 (LyonOpen2011) + 13 (GaleriesLafayetteOpen2011)"
pyram	2009GUIL01	38	"Kevin Guillaumond"	"18 (LyonOpen2011) + 11 (MontpellierOpen2011) + 9 (NeptuneOpen2011)"
pyram	2008MORE02	36	"Hippolyte Moreau"	"7 (DinsOpen2011) + 7 (BreizhOpen2011) + 14 (BlindOpen2011) + 8 (NaonedOpen2011)"
pyram	2010OLIV01	36	"Auguste Olivry"	"15 (LyonOpen2011) + 3 (MontpellierOpen2011) + 3 (FrenchOpen2011) + 15 (CachanOpen2011)"
pyram	2009DOUS03	35	"Valentin Doussin"	"8 (BreizhOpen2011) + 1 (DinsOpen2011) + 15 (BlindOpen2011) + 11 (NaonedOpen2011)"
pyram	2009LEVY02	33	"Hugo Lévy"	"15 (MontpellierOpen2011) + 18 (NeptuneOpen2011)"
pyram	2010VALO01	33	"Clément Valot"	"16 (CachanOpen2011) + 9 (NaonedOpen2011) + 8 (DinsOpen2011)"
pyram	2009PETI01	30	"Loïc Petit"	"6 (MontpellierOpen2011) + 12 (VesoulOpen2011) + 12 (NeptuneOpen2011)"
pyram	2008CABA03	27	"Jakub Cabaj"	"15 (GaleriesLafayetteOpen2011) + 12 (LyonOpen2011)"
pyram	2008PIAU01	27	"Antoine Piau"	"6 (DinsOpen2011) + 5 (NaonedOpen2011) + 5 (BreizhOpen2011) + 11 (BlindOpen2011)"
pyram	2004MASA01	24	"Jesús Masanet García"	"8 (MontpellierOpen2011) + 16 (LyonOpen2011)"
pyram	2008SECH01	23	"Amaury Sechet"	"11 (CachanOpen2011) + 7 (GaleriesLafayetteOpen2011) + 5 (BlindOpen2011)"
pyram	2010MOFF02	22	"Zoé de Moffarts"	"18 (CachanOpen2011) + 4 (DinsOpen2011)"
pyram	2005AKKE01	21	"Erik Akkersdijk"	"21 (CachanOpen2011)"
pyram	2010KOHL02	21	"Erwan Kohler"	"15 (VesoulOpen2011) + 6 (BreizhOpen2011)"
pyram	2011PHIL01	21	"Alexandre Philiponet"	"7 (VesoulOpen2011) + 14 (GaleriesLafayetteOpen2011)"
pyram	2008BARA01	20	"Bence Barát"	"20 (LyonOpen2011)"
pyram	2011LEBA01	19	"Fabien Lebailly"	"7 (NaonedOpen2011) + 12 (BlindOpen2011)"
pyram	2011SERV03	19	"Gaël Servignat"	"19 (CachanOpen2011)"
pyram	2008BAOY01	17	"Ting Sheng Bao Yang"	"17 (MontpellierOpen2011)"
pyram	2008CURU01	17	"Antton Curutchet"	"9 (CachanOpen2011) + 8 (LyonOpen2011)"
pyram	2010GRAB01	17	"Daniel Grabski"	"17 (VesoulOpen2011)"
pyram	2005LUCZ01	16	"Grzegorz Łuczyna"	"16 (MontpellierOpen2011)"
pyram	2008HANK01	16	"Kanneti Sae Han (คันธ์เนตี แซ่ห่าน)"	"16 (NeptuneOpen2011)"
pyram	2006GALE01	14	"Arnaud van Galen"	"14 (CachanOpen2011)"
pyram	2007GOUL01	14	"Joey Gouly"	"14 (CachanOpen2011)"
pyram	2007POLS01	14	"Olivier Polspoel"	"6 (LyonOpen2011) + 8 (CachanOpen2011)"
pyram	2008LAUR01	14	"Mario Laurent"	"14 (NeptuneOpen2011)"
pyram	2010MOND01	14	"Pablo Nicolás Oshiro Mondoñedo"	"14 (MontpellierOpen2011)"
pyram	2011HINO01	13	"Rafa Serrano Hinojosa"	"13 (MontpellierOpen2011)"
pyram	2011LELE01	13	"Gaspard Leleux"	"13 (BlindOpen2011)"
pyram	2011LUCI01	13	"Philippe Lucien"	"3 (LyonOpen2011) + 10 (VesoulOpen2011)"
